OrderID,CustomerID,ProductID,Category,Supplier,MarketingChannel,Region,OrderDate,Price,ReturnFlag
44,1475,5407,Sports,SupplierB,Affiliate,Delhi,2021-01-02 19:00:00,439.81,0
45,1699,5846,Electronics,SupplierD,Social Media,Bengaluru,2021-01-02 20:00:00,62.71,0
46,1975,5021,Electronics,SupplierB,Social Media,Mumbai,2021-01-02 21:00:00,28.61,0
47,1782,5029,Beauty,SupplierD,Email,Delhi,2021-01-02 22:00:00,112.16,0
48,1189,5702,Furniture,SupplierA,Ads,Delhi,2021-01-02 23:00:00,150.18,0
49,1957,5259,Beauty,SupplierA,Ads,Kolkata,2021-01-03 00:00:00,65.33,0
50,1686,5204,Sports,SupplierA,Social Media,Bengaluru,2021-01-03 01:00:00,42.19,1
51,1957,5058,Clothing,SupplierB,Social Media,Mumbai,2021-01-03 02:00:00,380.25,0
52,1562,5470,Beauty,SupplierA,Direct,Mumbai,2021-01-03 03:00:00,90.5,0
53,1875,5775,Furniture,SupplierA,Email,Bengaluru,2021-01-03 04:00:00,457.82,0
54,1566,5465,Beauty,SupplierA,Affiliate,Delhi,2021-01-03 05:00:00,190.32,0
55,1243,5011,Electronics,SupplierD,Affiliate,Mumbai,2021-01-03 06:00:00,338.6,0
56,1831,5630,Sports,SupplierC,Ads,Mumbai,2021-01-03 07:00:00,120.45,0
57,1504,5926,Sports,SupplierB,Email,Mumbai,2021-01-03 08:00:00,127.76,0
58,1130,5973,Sports,SupplierA,Ads,Kolkata,2021-01-03 09:00:00,291.61,0
59,1484,5289,Sports,SupplierD,Affiliate,Bengaluru,2021-01-03 10:00:00,284.72,0
60,1818,5849,Sports,SupplierC,Social Media,Mumbai,2021-01-03 11:00:00,386.68,0
61,1646,5759,Sports,SupplierC,Email,Bengaluru,2021-01-03 12:00:00,381.33,0
62,1020,5353,Clothing,SupplierC,Email,Delhi,2021-01-03 13:00:00,338.64,0
63,1840,5638,Furniture,SupplierD,Direct,Bengaluru,2021-01-03 14:00:00,230.07,0
64,1166,5074,Sports,SupplierA,Social Media,Kolkata,2021-01-03 15:00:00,446.41,0
65,1273,5872,Furniture,SupplierC,Social Media,Kolkata,2021-01-03 16:00:00,315.06,0
66,1387,5715,Sports,SupplierD,Ads,Bengaluru,2021-01-03 17:00:00,495.2,1
67,1600,5560,Beauty,SupplierD,Email,Kolkata,2021-01-03 18:00:00,411.49,0
68,1315,5590,Sports,SupplierB,Ads,Mumbai,2021-01-03 19:00:00,31.71,0
69,1013,5440,Electronics,SupplierD,Social Media,Kolkata,2021-01-03 20:00:00,167.09,0
70,1241,5990,Clothing,SupplierC,Direct,Delhi,2021-01-03 21:00:00,290.22,0
71,1776,5240,Beauty,SupplierC,Email,Bengaluru,2021-01-03 22:00:00,363.52,1
72,1345,5860,Beauty,SupplierD,Social Media,Bengaluru,2021-01-03 23:00:00,279.66,0
73,1564,5153,Electronics,SupplierC,Direct,Delhi,2021-01-04 00:00:00,395.2,0
74,1897,5785,Sports,SupplierD,Affiliate,Delhi,2021-01-04 01:00:00,148.5,0
75,1339,5095,Clothing,SupplierC,Social Media,Delhi,2021-01-04 02:00:00,100.12,0
76,1091,5725,Beauty,SupplierB,Affiliate,Delhi,2021-01-04 03:00:00,36.42,0
77,1366,5293,Clothing,SupplierA,Ads,Mumbai,2021-01-04 04:00:00,290.92,0
78,1955,5208,Beauty,SupplierB,Affiliate,Kolkata,2021-01-04 05:00:00,347.41,0
79,1454,5342,Sports,SupplierB,Social Media,Kolkata,2021-01-04 06:00:00,169.81,0
80,1427,5087,Beauty,SupplierA,Affiliate,Mumbai,2021-01-04 07:00:00,310.66,0
81,1508,5817,Beauty,SupplierC,Email,Delhi,2021-01-04 08:00:00,35.56,0
82,1775,5775,Furniture,SupplierA,Social Media,Bengaluru,2021-01-04 09:00:00,58.65,0
83,1942,5936,Sports,SupplierD,Direct,Bengaluru,2021-01-04 10:00:00,353.86,0
84,1034,5389,Electronics,SupplierA,Affiliate,Bengaluru,2021-01-04 11:00:00,190.35,0
85,1205,5324,Electronics,SupplierB,Email,Delhi,2021-01-04 12:00:00,338.95,0
86,1080,5939,Sports,SupplierA,Ads,Mumbai,2021-01-04 13:00:00,417.54,0
87,1931,5888,Electronics,SupplierC,Ads,Mumbai,2021-01-04 14:00:00,427.78,0
88,1561,5831,Sports,SupplierB,Affiliate,Mumbai,2021-01-04 15:00:00,94.36,0
89,1871,5156,Electronics,SupplierD,Ads,Kolkata,2021-01-04 16:00:00,248.28,1
90,1387,5667,Furniture,SupplierC,Direct,Kolkata,2021-01-04 17:00:00,369.62,0
91,1001,5650,Electronics,SupplierB,Social Media,Kolkata,2021-01-04 18:00:00,389.25,0
92,1389,5632,Beauty,SupplierD,Email,Kolkata,2021-01-04 19:00:00,394.49,0
93,1565,5576,Sports,SupplierC,Affiliate,Bengaluru,2021-01-04 20:00:00,121.8,0
94,1105,5618,Clothing,SupplierD,Ads,Bengaluru,2021-01-04 21:00:00,104.34,0
95,1771,5658,Clothing,SupplierA,Social Media,Mumbai,2021-01-04 22:00:00,299.11,0
96,1821,5136,Sports,SupplierA,Direct,Kolkata,2021-01-04 23:00:00,373.13,0
97,1476,5922,Furniture,SupplierD,Ads,Mumbai,2021-01-05 00:00:00,166.38,0
98,1702,5673,Electronics,SupplierA,Ads,Delhi,2021-01-05 01:00:00,61.31,1
99,1401,5427,Furniture,SupplierD,Email,Kolkata,2021-01-05 02:00:00,361.21,0
100,1729,5451,Clothing,SupplierC,Direct,Kolkata,2021-01-05 03:00:00,156.85,0
101,1555,5611,Sports,SupplierB,Direct,Mumbai,2021-01-05 04:00:00,91.52,0
102,1161,5849,Sports,SupplierD,Affiliate,Mumbai,2021-01-05 05:00:00,82.38,0
103,1201,5910,Furniture,SupplierB,Email,Delhi,2021-01-05 06:00:00,164.31,0
104,1957,5818,Furniture,SupplierB,Affiliate,Mumbai,2021-01-05 07:00:00,300.41,0
105,1995,5140,Electronics,SupplierD,Email,Kolkata,2021-01-05 08:00:00,185.62,0
106,1269,5082,Beauty,SupplierA,Direct,Bengaluru,2021-01-05 09:00:00,20.12,0
107,1862,5176,Beauty,SupplierC,Email,Delhi,2021-01-05 10:00:00,57.49,1
108,1815,5197,Electronics,SupplierB,Email,Delhi,2021-01-05 11:00:00,152.35,0
109,1270,5623,Beauty,SupplierC,Email,Kolkata,2021-01-05 12:00:00,333.26,1
110,1455,5567,Clothing,SupplierB,Social Media,Bengaluru,2021-01-05 13:00:00,58.27,0
111,1461,5971,Beauty,SupplierD,Social Media,Mumbai,2021-01-05 14:00:00,284.72,0
112,1726,5690,Electronics,SupplierA,Direct,Mumbai,2021-01-05 15:00:00,68.74,1
113,1251,5420,Beauty,SupplierC,Email,Bengaluru,2021-01-05 16:00:00,113.69,0
114,1701,5400,Sports,SupplierB,Direct,Bengaluru,2021-01-05 17:00:00,94.37,1
115,1295,5697,Furniture,SupplierD,Social Media,Kolkata,2021-01-05 18:00:00,42.94,0
116,1724,5470,Clothing,SupplierD,Email,Mumbai,2021-01-05 19:00:00,338.95,1
117,1719,5217,Sports,SupplierB,Affiliate,Kolkata,2021-01-05 20:00:00,237.07,0
118,1748,5924,Sports,SupplierB,Social Media,Mumbai,2021-01-05 21:00:00,417.22,0
119,1337,5928,Electronics,SupplierB,Social Media,Mumbai,2021-01-05 22:00:00,58.46,1
120,1878,5827,Furniture,SupplierA,Social Media,Bengaluru,2021-01-05 23:00:00,80.92,0
121,1052,5986,Furniture,SupplierB,Email,Kolkata,2021-01-06 00:00:00,160.16,0
122,1791,5728,Clothing,SupplierB,Ads,Bengaluru,2021-01-06 01:00:00,385.27,0
123,1921,5631,Electronics,SupplierA,Affiliate,Kolkata,2021-01-06 02:00:00,159.82,0
124,1216,5950,Clothing,SupplierD,Affiliate,Mumbai,2021-01-06 03:00:00,210.13,1
125,1763,5905,Beauty,SupplierB,Direct,Delhi,2021-01-06 04:00:00,157.79,0
126,1187,5174,Sports,SupplierC,Email,Delhi,2021-01-06 05:00:00,49.31,0
127,1379,5022,Clothing,SupplierD,Social Media,Kolkata,2021-01-06 06:00:00,470.32,0
128,1492,5724,Sports,SupplierC,Ads,Kolkata,2021-01-06 07:00:00,278.78,0
129,1040,5916,Electronics,SupplierB,Email,Bengaluru,2021-01-06 08:00:00,396.04,0
130,1156,5234,Beauty,SupplierA,Email,Mumbai,2021-01-06 09:00:00,332.59,0
131,1014,5012,Electronics,SupplierA,Ads,Delhi,2021-01-06 10:00:00,261.98,0
132,1812,5100,Beauty,SupplierA,Social Media,Bengaluru,2021-01-06 11:00:00,53.94,0
133,1064,5928,Beauty,SupplierB,Email,Kolkata,2021-01-06 12:00:00,324.94,1
134,1856,5535,Sports,SupplierB,Affiliate,Mumbai,2021-01-06 13:00:00,86.13,0
135,1838,5875,Electronics,SupplierC,Affiliate,Bengaluru,2021-01-06 14:00:00,213.05,0
136,1520,5522,Electronics,SupplierA,Ads,Bengaluru,2021-01-06 15:00:00,318.27,0
137,1343,5784,Clothing,SupplierB,Social Media,Kolkata,2021-01-06 16:00:00,393.29,0
138,1128,5451,Electronics,SupplierD,Ads,Mumbai,2021-01-06 17:00:00,345.67,0
139,1647,5430,Clothing,SupplierB,Email,Delhi,2021-01-06 18:00:00,339.05,0
140,1471,5792,Furniture,SupplierB,Affiliate,Bengaluru,2021-01-06 19:00:00,83.03,0
141,1062,5605,Furniture,SupplierD,Direct,Kolkata,2021-01-06 20:00:00,179.6,0
142,1138,5712,Furniture,SupplierA,Ads,Bengaluru,2021-01-06 21:00:00,31.03,0
143,1498,5532,Electronics,SupplierD,Direct,Kolkata,2021-01-06 22:00:00,362.54,0
144,1592,5851,Electronics,SupplierA,Direct,Kolkata,2021-01-06 23:00:00,476.77,0
145,1391,5978,Clothing,SupplierD,Affiliate,Kolkata,2021-01-07 00:00:00,139.41,0
146,1674,5722,Beauty,SupplierC,Ads,Mumbai,2021-01-07 01:00:00,52.97,1
147,1418,5651,Clothing,SupplierA,Direct,Delhi,2021-01-07 02:00:00,243.03,0
148,1288,5292,Furniture,SupplierB,Email,Mumbai,2021-01-07 03:00:00,429.78,1
149,1378,5809,Clothing,SupplierC,Social Media,Delhi,2021-01-07 04:00:00,280.47,0
150,1772,5912,Beauty,SupplierA,Social Media,Kolkata,2021-01-07 05:00:00,32.92,0
151,1489,5100,Electronics,SupplierA,Affiliate,Delhi,2021-01-07 06:00:00,487.39,0
152,1230,5501,Clothing,SupplierA,Ads,Mumbai,2021-01-07 07:00:00,416.04,1
153,1040,5303,Furniture,SupplierD,Ads,Bengaluru,2021-01-07 08:00:00,74.48,0
154,1027,5870,Furniture,SupplierA,Social Media,Mumbai,2021-01-07 09:00:00,461.68,1
155,1134,5539,Electronics,SupplierB,Email,Mumbai,2021-01-07 10:00:00,230.84,0
156,1200,5552,Clothing,SupplierA,Social Media,Mumbai,2021-01-07 11:00:00,192.23,0
157,1839,5354,Beauty,SupplierB,Social Media,Mumbai,2021-01-07 12:00:00,235.92,1
158,1779,5302,Electronics,SupplierB,Ads,Mumbai,2021-01-07 13:00:00,418.94,1
159,1929,5495,Clothing,SupplierB,Direct,Delhi,2021-01-07 14:00:00,333.15,0
160,1032,5657,Sports,SupplierC,Email,Delhi,2021-01-07 15:00:00,39.03,0
161,1047,5767,Furniture,SupplierB,Ads,Bengaluru,2021-01-07 16:00:00,479.23,0
162,1502,5973,Beauty,SupplierD,Social Media,Mumbai,2021-01-07 17:00:00,82.41,0
163,1406,5226,Beauty,SupplierA,Direct,Mumbai,2021-01-07 18:00:00,375.33,0
164,1573,5235,Beauty,SupplierD,Email,Bengaluru,2021-01-07 19:00:00,321.71,0
165,1727,5872,Furniture,SupplierC,Affiliate,Bengaluru,2021-01-07 20:00:00,101.89,0
166,1804,5891,Clothing,SupplierA,Email,Kolkata,2021-01-07 21:00:00,93.66,0
167,1098,5454,Electronics,SupplierB,Email,Bengaluru,2021-01-07 22:00:00,436.46,1
168,1683,5012,Clothing,SupplierA,Social Media,Bengaluru,2021-01-07 23:00:00,215.65,0
169,1871,5209,Electronics,SupplierC,Social Media,Bengaluru,2021-01-08 00:00:00,330.74,0
170,1725,5740,Beauty,SupplierC,Affiliate,Kolkata,2021-01-08 01:00:00,256.99,1
171,1986,5396,Clothing,SupplierD,Affiliate,Delhi,2021-01-08 02:00:00,366.4,0
172,1546,5099,Beauty,SupplierA,Affiliate,Kolkata,2021-01-08 03:00:00,244.83,0
173,1960,5030,Sports,SupplierA,Ads,Delhi,2021-01-08 04:00:00,150.82,0
174,1738,5897,Beauty,SupplierA,Ads,Bengaluru,2021-01-08 05:00:00,188.06,0
175,1612,5527,Beauty,SupplierD,Social Media,Kolkata,2021-01-08 06:00:00,430.95,0
176,1942,5648,Electronics,SupplierC,Social Media,Kolkata,2021-01-08 07:00:00,239.34,0
177,1461,5328,Sports,SupplierB,Affiliate,Delhi,2021-01-08 08:00:00,114.59,0
178,1642,5165,Beauty,SupplierA,Ads,Kolkata,2021-01-08 09:00:00,467.96,0
179,1768,5458,Beauty,SupplierD,Direct,Kolkata,2021-01-08 10:00:00,400.33,1
180,1004,5821,Sports,SupplierD,Ads,Mumbai,2021-01-08 11:00:00,37.28,0
181,1217,5951,Sports,SupplierB,Social Media,Delhi,2021-01-08 12:00:00,499.48,0
182,1502,5981,Clothing,SupplierC,Ads,Kolkata,2021-01-08 13:00:00,350.51,0
183,1766,5992,Electronics,SupplierA,Social Media,Kolkata,2021-01-08 14:00:00,88.53,0
184,1397,5099,Sports,SupplierA,Affiliate,Bengaluru,2021-01-08 15:00:00,126.21,0
185,1870,5620,Sports,SupplierD,Affiliate,Mumbai,2021-01-08 16:00:00,349.3,0
186,1794,5854,Furniture,SupplierC,Affiliate,Mumbai,2021-01-08 17:00:00,392.08,0
187,1392,5172,Sports,SupplierA,Direct,Bengaluru,2021-01-08 18:00:00,127.13,0
188,1206,5748,Electronics,SupplierB,Direct,Bengaluru,2021-01-08 19:00:00,135.91,0
189,1014,5161,Beauty,SupplierC,Social Media,Bengaluru,2021-01-08 20:00:00,160.49,0
190,1857,5904,Beauty,SupplierC,Email,Bengaluru,2021-01-08 21:00:00,303.03,1
191,1553,5727,Beauty,SupplierD,Direct,Mumbai,2021-01-08 22:00:00,94.19,0
192,1891,5775,Beauty,SupplierD,Social Media,Kolkata,2021-01-08 23:00:00,61.08,0
193,1460,5262,Furniture,SupplierA,Ads,Kolkata,2021-01-09 00:00:00,342.64,0
194,1690,5803,Sports,SupplierD,Affiliate,Bengaluru,2021-01-09 01:00:00,391.76,0
195,1574,5273,Beauty,SupplierC,Affiliate,Delhi,2021-01-09 02:00:00,255.46,0
196,1863,5002,Clothing,SupplierA,Affiliate,Bengaluru,2021-01-09 03:00:00,188.28,0
197,1742,5027,Beauty,SupplierA,Social Media,Kolkata,2021-01-09 04:00:00,221.7,0
198,1240,5325,Sports,SupplierC,Affiliate,Delhi,2021-01-09 05:00:00,200.32,1
199,1563,5939,Beauty,SupplierA,Direct,Bengaluru,2021-01-09 06:00:00,480.39,1
200,1095,5148,Furniture,SupplierB,Ads,Delhi,2021-01-09 07:00:00,386.36,0
201,1899,5539,Electronics,SupplierB,Affiliate,Bengaluru,2021-01-09 08:00:00,111.96,1
202,1733,5487,Electronics,SupplierA,Social Media,Mumbai,2021-01-09 09:00:00,198.25,0
203,1484,5821,Sports,SupplierD,Ads,Kolkata,2021-01-09 10:00:00,276.57,0
204,1406,5437,Electronics,SupplierB,Affiliate,Bengaluru,2021-01-09 11:00:00,310.36,0
205,1230,5064,Electronics,SupplierA,Email,Delhi,2021-01-09 12:00:00,239.41,0
206,1748,5355,Clothing,SupplierB,Affiliate,Kolkata,2021-01-09 13:00:00,406.96,1
207,1654,5532,Sports,SupplierD,Direct,Bengaluru,2021-01-09 14:00:00,386.13,0
208,1170,5251,Sports,SupplierC,Ads,Bengaluru,2021-01-09 15:00:00,257.53,0
209,1540,5234,Electronics,SupplierA,Direct,Bengaluru,2021-01-09 16:00:00,428.67,0
210,1035,5226,Electronics,SupplierA,Email,Bengaluru,2021-01-09 17:00:00,378.03,0
211,1524,5524,Electronics,SupplierA,Email,Mumbai,2021-01-09 18:00:00,391.51,0
212,1159,5312,Furniture,SupplierA,Direct,Kolkata,2021-01-09 19:00:00,478.64,0
213,1838,5048,Beauty,SupplierA,Ads,Mumbai,2021-01-09 20:00:00,140.57,0
214,1698,5117,Furniture,SupplierA,Email,Kolkata,2021-01-09 21:00:00,141.15,0
215,1242,5053,Sports,SupplierD,Email,Bengaluru,2021-01-09 22:00:00,445.59,0
216,1085,5649,Clothing,SupplierC,Affiliate,Kolkata,2021-01-09 23:00:00,388.39,0
217,1795,5564,Beauty,SupplierD,Social Media,Delhi,2021-01-10 00:00:00,464.01,0
218,1577,5043,Clothing,SupplierD,Email,Kolkata,2021-01-10 01:00:00,40.93,0
219,1681,5814,Sports,SupplierC,Ads,Delhi,2021-01-10 02:00:00,317.6,1
220,1556,5052,Sports,SupplierD,Ads,Delhi,2021-01-10 03:00:00,80.87,0
221,1573,5585,Clothing,SupplierB,Affiliate,Mumbai,2021-01-10 04:00:00,256.91,0
222,1952,5557,Clothing,SupplierD,Ads,Kolkata,2021-01-10 05:00:00,86.32,1
223,1645,5524,Clothing,SupplierA,Affiliate,Bengaluru,2021-01-10 06:00:00,72.76,1
224,1795,5676,Sports,SupplierB,Email,Kolkata,2021-01-10 07:00:00,15.96,0
225,1027,5101,Electronics,SupplierB,Email,Mumbai,2021-01-10 08:00:00,318.82,0
226,1619,5791,Clothing,SupplierC,Email,Delhi,2021-01-10 09:00:00,185.92,0
227,1555,5769,Beauty,SupplierD,Email,Delhi,2021-01-10 10:00:00,61.54,1
228,1339,5981,Sports,SupplierD,Social Media,Mumbai,2021-01-10 11:00:00,168.19,1
229,1797,5848,Furniture,SupplierB,Social Media,Mumbai,2021-01-10 12:00:00,92.78,0
230,1957,5867,Furniture,SupplierD,Email,Kolkata,2021-01-10 13:00:00,471.43,0
231,1330,5397,Beauty,SupplierD,Ads,Delhi,2021-01-10 14:00:00,166.8,0
232,1639,5137,Electronics,SupplierC,Affiliate,Mumbai,2021-01-10 15:00:00,173.64,0
233,1505,5674,Clothing,SupplierB,Direct,Kolkata,2021-01-10 16:00:00,421.53,0
234,1347,5920,Sports,SupplierA,Affiliate,Kolkata,2021-01-10 17:00:00,327.4,0
235,1472,5386,Clothing,SupplierB,Direct,Bengaluru,2021-01-10 18:00:00,357.98,1
236,1230,5110,Sports,SupplierC,Direct,Delhi,2021-01-10 19:00:00,321.64,0
237,1189,5613,Furniture,SupplierC,Email,Kolkata,2021-01-10 20:00:00,473.64,0
238,1224,5016,Clothing,SupplierC,Direct,Mumbai,2021-01-10 21:00:00,111.43,0
239,1384,5779,Beauty,SupplierD,Email,Delhi,2021-01-10 22:00:00,494.63,0
240,1376,5181,Electronics,SupplierB,Social Media,Mumbai,2021-01-10 23:00:00,417.17,0
241,1282,5883,Beauty,SupplierD,Ads,Mumbai,2021-01-11 00:00:00,298.6,0
242,1957,5535,Electronics,SupplierD,Direct,Kolkata,2021-01-11 01:00:00,334.56,0
243,1632,5540,Clothing,SupplierB,Ads,Kolkata,2021-01-11 02:00:00,327.92,0
244,1627,5170,Clothing,SupplierC,Email,Bengaluru,2021-01-11 03:00:00,38.61,1
245,1972,5408,Electronics,SupplierA,Direct,Mumbai,2021-01-11 04:00:00,116.83,0
246,1744,5739,Furniture,SupplierA,Affiliate,Kolkata,2021-01-11 05:00:00,481.12,1
247,1258,5377,Sports,SupplierB,Social Media,Bengaluru,2021-01-11 06:00:00,271.84,1
248,1358,5187,Beauty,SupplierB,Social Media,Delhi,2021-01-11 07:00:00,195.39,1
249,1709,5857,Beauty,SupplierC,Direct,Bengaluru,2021-01-11 08:00:00,383.4,0
250,1455,5229,Beauty,SupplierB,Social Media,Bengaluru,2021-01-11 09:00:00,267.01,0
251,1410,5832,Clothing,SupplierB,Affiliate,Mumbai,2021-01-11 10:00:00,16.45,1
252,1648,5851,Beauty,SupplierC,Ads,Delhi,2021-01-11 11:00:00,370.76,0
253,1317,5118,Sports,SupplierC,Affiliate,Mumbai,2021-01-11 12:00:00,368.79,0
254,1676,5155,Sports,SupplierD,Social Media,Mumbai,2021-01-11 13:00:00,90.92,0
255,1224,5783,Electronics,SupplierB,Ads,Bengaluru,2021-01-11 14:00:00,478.76,0
256,1818,5686,Clothing,SupplierA,Affiliate,Bengaluru,2021-01-11 15:00:00,119.71,0
257,1233,5464,Sports,SupplierB,Email,Kolkata,2021-01-11 16:00:00,234.3,1
258,1683,5103,Furniture,SupplierA,Email,Bengaluru,2021-01-11 17:00:00,66.22,0
259,1663,5603,Clothing,SupplierA,Ads,Kolkata,2021-01-11 18:00:00,305.61,0
260,1974,5697,Clothing,SupplierA,Ads,Mumbai,2021-01-11 19:00:00,193.97,0
261,1826,5971,Sports,SupplierD,Ads,Bengaluru,2021-01-11 20:00:00,183.05,0
262,1373,5794,Furniture,SupplierC,Email,Delhi,2021-01-11 21:00:00,415.22,0
263,1671,5501,Electronics,SupplierC,Affiliate,Delhi,2021-01-11 22:00:00,14.69,0
264,1607,5692,Sports,SupplierD,Ads,Mumbai,2021-01-11 23:00:00,400.99,0
265,1471,5681,Furniture,SupplierC,Email,Mumbai,2021-01-12 00:00:00,290.01,0
266,1232,5698,Clothing,SupplierD,Ads,Bengaluru,2021-01-12 01:00:00,493.19,0
267,1691,5174,Furniture,SupplierB,Ads,Kolkata,2021-01-12 02:00:00,298.83,1
268,1112,5733,Clothing,SupplierD,Ads,Bengaluru,2021-01-12 03:00:00,37.14,0
269,1829,5744,Sports,SupplierC,Email,Kolkata,2021-01-12 04:00:00,34.82,0
270,1496,5673,Sports,SupplierC,Affiliate,Bengaluru,2021-01-12 05:00:00,442.74,0
271,1441,5420,Beauty,SupplierB,Email,Delhi,2021-01-12 06:00:00,422.19,0
272,1563,5133,Beauty,SupplierD,Email,Delhi,2021-01-12 07:00:00,179.49,0
273,1267,5390,Beauty,SupplierB,Ads,Kolkata,2021-01-12 08:00:00,312.84,0
274,1509,5991,Sports,SupplierA,Direct,Bengaluru,2021-01-12 09:00:00,249.9,0
275,1806,5735,Electronics,SupplierD,Direct,Mumbai,2021-01-12 10:00:00,483.91,0
276,1385,5500,Sports,SupplierB,Direct,Kolkata,2021-01-12 11:00:00,475.48,1
277,1386,5664,Furniture,SupplierB,Email,Delhi,2021-01-12 12:00:00,492.08,1
278,1112,5032,Sports,SupplierC,Ads,Kolkata,2021-01-12 13:00:00,434.56,0
279,1612,5054,Sports,SupplierD,Direct,Bengaluru,2021-01-12 14:00:00,455.68,0
280,1624,5953,Clothing,SupplierA,Social Media,Mumbai,2021-01-12 15:00:00,116.47,1
281,1951,5518,Clothing,SupplierA,Social Media,Mumbai,2021-01-12 16:00:00,417.19,1
282,1080,5755,Clothing,SupplierD,Social Media,Kolkata,2021-01-12 17:00:00,357.34,0
283,1698,5824,Sports,SupplierD,Affiliate,Bengaluru,2021-01-12 18:00:00,481.77,0
284,1112,5637,Electronics,SupplierB,Ads,Bengaluru,2021-01-12 19:00:00,289.92,0
285,1001,5011,Furniture,SupplierC,Email,Mumbai,2021-01-12 20:00:00,51.73,0
286,1641,5527,Furniture,SupplierC,Email,Delhi,2021-01-12 21:00:00,302.73,0
287,1219,5719,Electronics,SupplierC,Ads,Bengaluru,2021-01-12 22:00:00,346.42,0
288,1565,5554,Electronics,SupplierD,Affiliate,Mumbai,2021-01-12 23:00:00,117.96,1
